id,skill_adi,tur,aciklama,oncelik,uygulandi,olusturulma
6516,prompt-distance-chooser + prompt-pytorch-debugger,birlestir,'prompt-distance-chooser' ve 'prompt-pytorch-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8451,prompt-distance-chooser + prompt-pytorch-debugger,birlestir,'prompt-distance-chooser' ve 'prompt-pytorch-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10386,prompt-distance-chooser + prompt-pytorch-debugger,birlestir,'prompt-distance-chooser' ve 'prompt-pytorch-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12321,prompt-distance-chooser + prompt-pytorch-debugger,birlestir,'prompt-distance-chooser' ve 'prompt-pytorch-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2647,prompt-distance-chooser + prompt-rag-architect,birlestir,'prompt-distance-chooser' ve 'prompt-rag-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4582,prompt-distance-chooser + prompt-rag-architect,birlestir,'prompt-distance-chooser' ve 'prompt-rag-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6517,prompt-distance-chooser + prompt-rag-architect,birlestir,'prompt-distance-chooser' ve 'prompt-rag-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8452,prompt-distance-chooser + prompt-rag-architect,birlestir,'prompt-distance-chooser' ve 'prompt-rag-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10387,prompt-distance-chooser + prompt-rag-architect,birlestir,'prompt-distance-chooser' ve 'prompt-rag-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12322,prompt-distance-chooser + prompt-rag-architect,birlestir,'prompt-distance-chooser' ve 'prompt-rag-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2648,prompt-distance-chooser + prompt-reasoning-chain,birlestir,'prompt-distance-chooser' ve 'prompt-reasoning-chain' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4583,prompt-distance-chooser + prompt-reasoning-chain,birlestir,'prompt-distance-chooser' ve 'prompt-reasoning-chain' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6518,prompt-distance-chooser + prompt-reasoning-chain,birlestir,'prompt-distance-chooser' ve 'prompt-reasoning-chain' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8453,prompt-distance-chooser + prompt-reasoning-chain,birlestir,'prompt-distance-chooser' ve 'prompt-reasoning-chain' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10388,prompt-distance-chooser + prompt-reasoning-chain,birlestir,'prompt-distance-chooser' ve 'prompt-reasoning-chain' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12323,prompt-distance-chooser + prompt-reasoning-chain,birlestir,'prompt-distance-chooser' ve 'prompt-reasoning-chain' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2649,prompt-distance-chooser + prompt-regularization-advisor,birlestir,'prompt-distance-chooser' ve 'prompt-regularization-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4584,prompt-distance-chooser + prompt-regularization-advisor,birlestir,'prompt-distance-chooser' ve 'prompt-regularization-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6519,prompt-distance-chooser + prompt-regularization-advisor,birlestir,'prompt-distance-chooser' ve 'prompt-regularization-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8454,prompt-distance-chooser + prompt-regularization-advisor,birlestir,'prompt-distance-chooser' ve 'prompt-regularization-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10389,prompt-distance-chooser + prompt-regularization-advisor,birlestir,'prompt-distance-chooser' ve 'prompt-regularization-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12324,prompt-distance-chooser + prompt-regularization-advisor,birlestir,'prompt-distance-chooser' ve 'prompt-regularization-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2650,prompt-distance-chooser + prompt-safety-auditor,birlestir,'prompt-distance-chooser' ve 'prompt-safety-auditor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4585,prompt-distance-chooser + prompt-safety-auditor,birlestir,'prompt-distance-chooser' ve 'prompt-safety-auditor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6520,prompt-distance-chooser + prompt-safety-auditor,birlestir,'prompt-distance-chooser' ve 'prompt-safety-auditor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8455,prompt-distance-chooser + prompt-safety-auditor,birlestir,'prompt-distance-chooser' ve 'prompt-safety-auditor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10390,prompt-distance-chooser + prompt-safety-auditor,birlestir,'prompt-distance-chooser' ve 'prompt-safety-auditor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12325,prompt-distance-chooser + prompt-safety-auditor,birlestir,'prompt-distance-chooser' ve 'prompt-safety-auditor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2651,prompt-distance-chooser + prompt-spectral-analyzer,birlestir,'prompt-distance-chooser' ve 'prompt-spectral-analyzer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4586,prompt-distance-chooser + prompt-spectral-analyzer,birlestir,'prompt-distance-chooser' ve 'prompt-spectral-analyzer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6521,prompt-distance-chooser + prompt-spectral-analyzer,birlestir,'prompt-distance-chooser' ve 'prompt-spectral-analyzer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8456,prompt-distance-chooser + prompt-spectral-analyzer,birlestir,'prompt-distance-chooser' ve 'prompt-spectral-analyzer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10391,prompt-distance-chooser + prompt-spectral-analyzer,birlestir,'prompt-distance-chooser' ve 'prompt-spectral-analyzer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12326,prompt-distance-chooser + prompt-spectral-analyzer,birlestir,'prompt-distance-chooser' ve 'prompt-spectral-analyzer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2652,prompt-distance-chooser + prompt-structured-extractor,birlestir,'prompt-distance-chooser' ve 'prompt-structured-extractor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4587,prompt-distance-chooser + prompt-structured-extractor,birlestir,'prompt-distance-chooser' ve 'prompt-structured-extractor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6522,prompt-distance-chooser + prompt-structured-extractor,birlestir,'prompt-distance-chooser' ve 'prompt-structured-extractor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8457,prompt-distance-chooser + prompt-structured-extractor,birlestir,'prompt-distance-chooser' ve 'prompt-structured-extractor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10392,prompt-distance-chooser + prompt-structured-extractor,birlestir,'prompt-distance-chooser' ve 'prompt-structured-extractor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12327,prompt-distance-chooser + prompt-structured-extractor,birlestir,'prompt-distance-chooser' ve 'prompt-structured-extractor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2653,prompt-distance-chooser + prompt-tensor-shapes,birlestir,'prompt-distance-chooser' ve 'prompt-tensor-shapes' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4588,prompt-distance-chooser + prompt-tensor-shapes,birlestir,'prompt-distance-chooser' ve 'prompt-tensor-shapes' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6523,prompt-distance-chooser + prompt-tensor-shapes,birlestir,'prompt-distance-chooser' ve 'prompt-tensor-shapes' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8458,prompt-distance-chooser + prompt-tensor-shapes,birlestir,'prompt-distance-chooser' ve 'prompt-tensor-shapes' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10393,prompt-distance-chooser + prompt-tensor-shapes,birlestir,'prompt-distance-chooser' ve 'prompt-tensor-shapes' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12328,prompt-distance-chooser + prompt-tensor-shapes,birlestir,'prompt-distance-chooser' ve 'prompt-tensor-shapes' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2654,prompt-distance-chooser + prompt-tokenizer-analyzer,birlestir,'prompt-distance-chooser' ve 'prompt-tokenizer-analyzer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4589,prompt-distance-chooser + prompt-tokenizer-analyzer,birlestir,'prompt-distance-chooser' ve 'prompt-tokenizer-analyzer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6524,prompt-distance-chooser + prompt-tokenizer-analyzer,birlestir,'prompt-distance-chooser' ve 'prompt-tokenizer-analyzer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8459,prompt-distance-chooser + prompt-tokenizer-analyzer,birlestir,'prompt-distance-chooser' ve 'prompt-tokenizer-analyzer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10394,prompt-distance-chooser + prompt-tokenizer-analyzer,birlestir,'prompt-distance-chooser' ve 'prompt-tokenizer-analyzer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12329,prompt-distance-chooser + prompt-tokenizer-analyzer,birlestir,'prompt-distance-chooser' ve 'prompt-tokenizer-analyzer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2655,prompt-distance-chooser + prompt-tool-designer,birlestir,'prompt-distance-chooser' ve 'prompt-tool-designer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4590,prompt-distance-chooser + prompt-tool-designer,birlestir,'prompt-distance-chooser' ve 'prompt-tool-designer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6525,prompt-distance-chooser + prompt-tool-designer,birlestir,'prompt-distance-chooser' ve 'prompt-tool-designer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8460,prompt-distance-chooser + prompt-tool-designer,birlestir,'prompt-distance-chooser' ve 'prompt-tool-designer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10395,prompt-distance-chooser + prompt-tool-designer,birlestir,'prompt-distance-chooser' ve 'prompt-tool-designer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12330,prompt-distance-chooser + prompt-tool-designer,birlestir,'prompt-distance-chooser' ve 'prompt-tool-designer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2656,prompt-distance-chooser + prompt-tracker-picker,birlestir,'prompt-distance-chooser' ve 'prompt-tracker-picker' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4591,prompt-distance-chooser + prompt-tracker-picker,birlestir,'prompt-distance-chooser' ve 'prompt-tracker-picker' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6526,prompt-distance-chooser + prompt-tracker-picker,birlestir,'prompt-distance-chooser' ve 'prompt-tracker-picker' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8461,prompt-distance-chooser + prompt-tracker-picker,birlestir,'prompt-distance-chooser' ve 'prompt-tracker-picker' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10396,prompt-distance-chooser + prompt-tracker-picker,birlestir,'prompt-distance-chooser' ve 'prompt-tracker-picker' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12331,prompt-distance-chooser + prompt-tracker-picker,birlestir,'prompt-distance-chooser' ve 'prompt-tracker-picker' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2657,prompt-distance-chooser + prompt-transformation-visualizer,birlestir,'prompt-distance-chooser' ve 'prompt-transformation-visualizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4592,prompt-distance-chooser + prompt-transformation-visualizer,birlestir,'prompt-distance-chooser' ve 'prompt-transformation-visualizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6527,prompt-distance-chooser + prompt-transformation-visualizer,birlestir,'prompt-distance-chooser' ve 'prompt-transformation-visualizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8462,prompt-distance-chooser + prompt-transformation-visualizer,birlestir,'prompt-distance-chooser' ve 'prompt-transformation-visualizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10397,prompt-distance-chooser + prompt-transformation-visualizer,birlestir,'prompt-distance-chooser' ve 'prompt-transformation-visualizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12332,prompt-distance-chooser + prompt-transformation-visualizer,birlestir,'prompt-distance-chooser' ve 'prompt-transformation-visualizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2658,prompt-distance-chooser + prompt-tree-interpreter,birlestir,'prompt-distance-chooser' ve 'prompt-tree-interpreter' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4593,prompt-distance-chooser + prompt-tree-interpreter,birlestir,'prompt-distance-chooser' ve 'prompt-tree-interpreter' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6528,prompt-distance-chooser + prompt-tree-interpreter,birlestir,'prompt-distance-chooser' ve 'prompt-tree-interpreter' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8463,prompt-distance-chooser + prompt-tree-interpreter,birlestir,'prompt-distance-chooser' ve 'prompt-tree-interpreter' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10398,prompt-distance-chooser + prompt-tree-interpreter,birlestir,'prompt-distance-chooser' ve 'prompt-tree-interpreter' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12333,prompt-distance-chooser + prompt-tree-interpreter,birlestir,'prompt-distance-chooser' ve 'prompt-tree-interpreter' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2659,prompt-distance-chooser + prompt-tuning-strategy,birlestir,'prompt-distance-chooser' ve 'prompt-tuning-strategy' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4594,prompt-distance-chooser + prompt-tuning-strategy,birlestir,'prompt-distance-chooser' ve 'prompt-tuning-strategy' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6529,prompt-distance-chooser + prompt-tuning-strategy,birlestir,'prompt-distance-chooser' ve 'prompt-tuning-strategy' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8464,prompt-distance-chooser + prompt-tuning-strategy,birlestir,'prompt-distance-chooser' ve 'prompt-tuning-strategy' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10399,prompt-distance-chooser + prompt-tuning-strategy,birlestir,'prompt-distance-chooser' ve 'prompt-tuning-strategy' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12334,prompt-distance-chooser + prompt-tuning-strategy,birlestir,'prompt-distance-chooser' ve 'prompt-tuning-strategy' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2660,prompt-distance-chooser + prompt-vlm-selector,birlestir,'prompt-distance-chooser' ve 'prompt-vlm-selector' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4595,prompt-distance-chooser + prompt-vlm-selector,birlestir,'prompt-distance-chooser' ve 'prompt-vlm-selector' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6530,prompt-distance-chooser + prompt-vlm-selector,birlestir,'prompt-distance-chooser' ve 'prompt-vlm-selector' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8465,prompt-distance-chooser + prompt-vlm-selector,birlestir,'prompt-distance-chooser' ve 'prompt-vlm-selector' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10400,prompt-distance-chooser + prompt-vlm-selector,birlestir,'prompt-distance-chooser' ve 'prompt-vlm-selector' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12335,prompt-distance-chooser + prompt-vlm-selector,birlestir,'prompt-distance-chooser' ve 'prompt-vlm-selector' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
246,prompt-distance-metric-advisor,eksik_meta,"Eksik metadata: description/açıklama, category/kategori, triggers/tetikleyiciler",6,1,1783009304.4023132
777,prompt-distance-metric-advisor,eksik_meta,"Eksik metadata: description/açıklama, category/kategori, triggers/tetikleyiciler",6,1,1783009309.6529138
1308,prompt-distance-metric-advisor,eksik_meta,"Eksik metadata: description/açıklama, category/kategori, triggers/tetikleyiciler",6,1,1783009316.5876698
1838,prompt-distance-metric-advisor,eksik_meta,Eksik metadata: triggers/tetikleyiciler,6,1,1783009496.2184908
3773,prompt-distance-metric-advisor,eksik_meta,Eksik metadata: triggers/tetikleyiciler,6,1,1783009497.6964028
5708,prompt-distance-metric-advisor,eksik_meta,Eksik metadata: triggers/tetikleyiciler,6,1,1783009543.7406783
7643,prompt-distance-metric-advisor,eksik_meta,Eksik metadata: triggers/tetikleyiciler,6,1,1783009545.0748448
9578,prompt-distance-metric-advisor,eksik_meta,Eksik metadata: triggers/tetikleyiciler,6,1,1783009729.6382065
11513,prompt-distance-metric-advisor,eksik_meta,Eksik metadata: triggers/tetikleyiciler,6,1,1783009731.258535
2661,prompt-distance-metric-advisor + prompt-embedding-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-embedding-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4596,prompt-distance-metric-advisor + prompt-embedding-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-embedding-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6531,prompt-distance-metric-advisor + prompt-embedding-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-embedding-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8466,prompt-distance-metric-advisor + prompt-embedding-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-embedding-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10401,prompt-distance-metric-advisor + prompt-embedding-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-embedding-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12336,prompt-distance-metric-advisor + prompt-embedding-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-embedding-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2662,prompt-distance-metric-advisor + prompt-lora-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-lora-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4597,prompt-distance-metric-advisor + prompt-lora-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-lora-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6532,prompt-distance-metric-advisor + prompt-lora-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-lora-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8467,prompt-distance-metric-advisor + prompt-lora-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-lora-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10402,prompt-distance-metric-advisor + prompt-lora-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-lora-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12337,prompt-distance-metric-advisor + prompt-lora-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-lora-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2663,prompt-distance-metric-advisor + prompt-lr-schedule-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-lr-schedule-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4598,prompt-distance-metric-advisor + prompt-lr-schedule-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-lr-schedule-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6533,prompt-distance-metric-advisor + prompt-lr-schedule-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-lr-schedule-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8468,prompt-distance-metric-advisor + prompt-lr-schedule-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-lr-schedule-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10403,prompt-distance-metric-advisor + prompt-lr-schedule-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-lr-schedule-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12338,prompt-distance-metric-advisor + prompt-lr-schedule-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-lr-schedule-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2664,prompt-distance-metric-advisor + prompt-prompt-optimizer,birlestir,'prompt-distance-metric-advisor' ve 'prompt-prompt-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4599,prompt-distance-metric-advisor + prompt-prompt-optimizer,birlestir,'prompt-distance-metric-advisor' ve 'prompt-prompt-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6534,prompt-distance-metric-advisor + prompt-prompt-optimizer,birlestir,'prompt-distance-metric-advisor' ve 'prompt-prompt-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8469,prompt-distance-metric-advisor + prompt-prompt-optimizer,birlestir,'prompt-distance-metric-advisor' ve 'prompt-prompt-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10404,prompt-distance-metric-advisor + prompt-prompt-optimizer,birlestir,'prompt-distance-metric-advisor' ve 'prompt-prompt-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12339,prompt-distance-metric-advisor + prompt-prompt-optimizer,birlestir,'prompt-distance-metric-advisor' ve 'prompt-prompt-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2665,prompt-distance-metric-advisor + prompt-regularization-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-regularization-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4600,prompt-distance-metric-advisor + prompt-regularization-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-regularization-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6535,prompt-distance-metric-advisor + prompt-regularization-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-regularization-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8470,prompt-distance-metric-advisor + prompt-regularization-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-regularization-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10405,prompt-distance-metric-advisor + prompt-regularization-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-regularization-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12340,prompt-distance-metric-advisor + prompt-regularization-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-regularization-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2666,prompt-distance-metric-advisor + prompt-stochastic-process-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-stochastic-process-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4601,prompt-distance-metric-advisor + prompt-stochastic-process-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-stochastic-process-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6536,prompt-distance-metric-advisor + prompt-stochastic-process-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-stochastic-process-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8471,prompt-distance-metric-advisor + prompt-stochastic-process-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-stochastic-process-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10406,prompt-distance-metric-advisor + prompt-stochastic-process-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-stochastic-process-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12341,prompt-distance-metric-advisor + prompt-stochastic-process-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-stochastic-process-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2667,prompt-distance-metric-advisor + prompt-time-series-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-time-series-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4602,prompt-distance-metric-advisor + prompt-time-series-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-time-series-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6537,prompt-distance-metric-advisor + prompt-time-series-advisor,birlestir,'prompt-distance-metric-advisor' ve 'prompt-time-series-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
